"anio","mes","sector","resolucion","expediente","beneficiario","apoderado","tramite"
2017,9,"Cooperativas","E2017000747","E2017000747","JUNTA DIRECTIVA DE LA COOPERATIVA DE AHORRO Y CR?DITO 15 DE SEPTIEMBRE LIMITADA","EULALIO HERRERA CORRALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS FISCALES 2015 Y 2016"
2017,9,"Energia Renovable","E2017001079","E2017001079","SOCIEDAD HIDROELECTRICA OLANCHANA S.A. DE C.V.","JULIO EDUARDO GOM VENTURA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,9,"Energia Renovable","E2017001337","E2017001337","VIENTOS DE SAN MARCOS S. A. DE C. V.","CAROLINA CASTILLO ARGUETA","EXONERACION DE IMPUESTOS SOBRE LA RENTA Y RETENCIONES DE LOS CONTRATOS DE SERVICIOS U HONORARIOS PROFESIONALES CONTRATADOS CON PERSONAS NATURALES O JURIDICAS EXTRANJERAS PARA LA CONSTRUCCION DEL DESARROLLO Y OPERACION DEL PROYECTO ENERGIA RENOVABLE PROPIETARIA DEL PROYECTO EOLICO CHINCHAYOTE"
2017,9,"Energia Renovable","E2017001333","E2017001333","HIDROELECTRICA RIO BLANCO S. A. DE C. V.","CAROLINA LIZETH CASTILLO ARGUETA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,9,"Energia Renovable","E2017001336","E2017001336","VIENTOS DE ELECTROTECNIA S.A DE C.V","CAROLINA LIZETH CASTILLO ARGUETA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO APORTACION SOLIDARIA IMPUESTO DE GANANCIA DE CAPITAL Y DEMAS IMPUESTOS CONEXOS A LA RENTA PARA EL PERIODO FISCAL 2017"
2017,9,"ONG","E2017001023","E2017001023","ASOCIACION DE GANADEROS Y AGRICULTORES SULA AGAS","DORIS ISABEL NU?EZ MADRID","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,9,"ONG","E2017001029","E2017001029","ASOCIACION MISION LAZARO HONDURAS","MARIA DEL CARMEN ROJAS RODRIGUEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y   APORTACION SOLIDARIA"
2017,9,"ONG","E2017001031","E2017001031","FUNDACION UNIVERSIDAD METROPOLITANA DE HONDURAS","MARIO VELASQUEZ PEREZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,9,"ONG","E2017001348","E2017001348","HONDURAS EDUCATIONAL DEVELOPMENT ASSISTANCE CORP.","JORGE OMAR CASCO RUBI","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,9,"ONG","E2017001311","E2017001311","FUNDACION TELETON HONDURAS","DANIEL GUZMAN GUTIERREZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,9,"ONG","E2017000599","E2017000599","ASOCIACION DE PRODUCTORES DE LECHE APROLECHE","CARLOS REYNEL KIEFFER MEDAL","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA Y SUS CONEXOS"
2017,9,"ONG","E2017000848","E2017000848","CAMARA HONDUREnA DE LA INDUSTRIA DE LA CONSTRUCCION CHICO","WILFREDO ALFARO LOPEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA Y APORTACION SOLIDARIA"
2017,9,"ONG","E2017001232","E2017001232","ASOCIACION HOSPITALARIA EVANGELICA","ARTURO SABILLON PAZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,9,"ONG","E2017001390","E2017001390","ASOCIACION DE GANADEROS Y AGRICULTORES DE FRANCISCO MORAZAN AGAFAM","RICARDO ALFONSO RESTREPO NARANJO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,9,"ONG","E2017001199","E2017001199","COLEGIO DE MICROBIOLOGOS Y QUIMICOS CLINICOS DE HONDURAS","JOSE MARCOS ALVARADO REYES","EXONERACION DE IMPUESTO AL ACTIVO NETO"
2017,9,"ONG","E2017000560","E2017000560","ASOCIACION HONDURAS HOPE","VANESSA LASTENIA HERNANDEZ RODAS","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA"
2017,9,"Proyectos Estatales con F. Ex.","E2017001042","E2017001042","PROGRAMA DE DESARROLLO RURAL SOSTENIBLE EMPRENDESUR","ELICA HIDDAY CASTRO IZAQUIRRE","Exoneracion de Pago del Impuesto sobre ventas para el a?o 2017"
2017,9,"Proyectos Estatales con F. Ex.","E2017000709","E2017000709","PROYECTO FORTA ? FORTALECIENDO LA GESTION EDUCATIVA A NIVEL MUNICIPAL / DISTRITAL",0,"MODIFICACION DE LA EXONERACION DEL IMPUESTO SOBRE VENTAS"
2017,9,"RIT","E2017000660","E2017000660","FABRICA DE TABACO RAICES CUBANAS S. DE R.L.","MIGUEL ANGEL RUIZ DURON","EXONERACION DEL PAGO DEL IMPUESTO AL ACTIVO NETO Y APORTACION SOLIDIARIA"
2017,9,"RIT","E2017000790","E2017000790","COROJO TABACO S.A. COTASA","ALEXA JAMALI ESPINAL MEZA","EXONERACION DE PAGO DEL IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL"
2017,9,"RIT","E2017000026","E2017000026","CULTIVOS AGRICOLAS LAS SABILAS SOCIEDAD DE RESPONSABILIDAD LIMITADA CUASA","MARITZA AZUCENA MEDINA JIMENEZ","EXONERACION DE PAGO DEL IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL"
2017,9,"Zolitur","E2016000026","E2016000026","ROYMART S. DE R. L. DE C. V.","JOAQUIN MUNGUIA MARADIAGA","AMPLIACION DE LA RESOLUCION DE EXONERACION DEL PAGO DE IMPUESTO DENOMINADO APORTE PARA LA ATENCION  PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL No. DGCFA-ACPV-0041-2016"
2017,9,"Zonas Libres","E2017001292","E2017001292","DISTRIBUIDORA EXPORTADORA E IMPORTADORA MI HONDURAS S. DE R. L. DE C. V.","FEYGA PAMELA CERNA RUBINSTEIN","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,9,"Zonas Libres","E2017000358","E2017000358","CAMARONES Y MARISCOS S.A DE C.V pudiendo usar las siglas CAMAR S.A. DE C.V","CLAUDIA GEORGINA REYES ORDO?EZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS"
2017,8,"AgroIndutriales","E2017001183","E2017001183","EDUARDO MIGUEL MARTINEZ COMPAnIA S. DE R.L. DE C.V. EMMACO S. DE R.L. DE C.V.","ANA LOURDES MARTINEZ CRUZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"AgroIndutriales","E2017001049","E2017001049","GRANEL S.A. DE C.V.","ANGEL RIGOBERTO PEREZ PAGUOGA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"AgroIndutriales","E2017001210","E2017001210","AGROINDUSTRIAL ELIM S. DE R.L.","ISIS ANDIRA ELVIR LAINEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"AgroIndutriales","E2017001082","E2017001082","BENEFICIO DE ARROZ GRANOS DEL NORTE S. de R.L. de C.V  GRANOR S. de R. L. DE C.V.","ISIS ANDIRA ELVIR LAINEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"AgroIndutriales","E2017000893","E2017000893","FERRETER?A SANTA FE S. DE R.L. de C.V.","CARLOS ROBERTO CASTILLO","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"AgroIndutriales","E2017001299","E2017001299","BENEFICIO MAYA S. A. DE C. V","ISIS ANDIRA ELVIR LAINEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"APP","E2017001205","E2017001205","PALMEROLA INTERNATIONAL AIRPORT S.A. DE C.V. PIA S.A. DE C.V.","ALEXA JAMALI ESPINAL MEZA","EXONERACION DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"Art 15 de la Ley ISV","E2017000917","E2017000917","HONDURAS FOSFORERA S. A.","BESSY NADEZDA NU?EZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS"
2017,8,"Contructoras","E2017001201","E2017001201","CONSTRUTORA QUEIROZ GALVAO S.A","JOSE ERNESTO VINDEL WAINWRIGHT","EXONERACION DEL PAGO DEL APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL POR EMPRESAS QUE EJECUTEN PROYECTOS DEL ESTADO ACPV Y DEMAS APLICABLES EXCLUSIVAMENTE A LOS COMBUSTIBLES Y SUS DERIVADOS ASFALTICOS LUBRICANTES Y DEMAS DERIVADOS DEL PETROLEO VIAL"
2017,8,"Cooperativas","E2017001038","E2017001038","COOPERATIVA REGIONAL MIXTA DE AGRICULTORES ORGANICOS DE LA SIERRA LIMITADA RAOS","ROBERTO RENE GONZALEZ CARRILLO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA EL PERIODO FISCAL 2016"
2017,8,"Cooperativas","E2017000830","E2017000830","COOPERATIVA DE AHORRO Y CREDITO IHSS LIMITADA CACIHSS","FIORELLA FERNANDEZ GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS FISCALES 2014 2015 y 2016"
2017,8,"Cooperativas","E2017000911","E2017000911","COOPERATIVA MIXTA DEL VALLE LIMITADA COMDELVA","FIORELLA FERNANDEZ GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTVO NETO Y APORTACION SOLIDARIA TEMPORAL PARA LOS PERIODOS FISCALES 2016 y 2017."
2017,8,"Cooperativas","E2017000943","E2017000943","COOPERATIVA DE AHORRO Y CREDITO NUEVA VIDA LIMITADA","FIORELLA FERNANDEZ GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTVO NETO Y APORTACION SOLIDARIA TEMPORAL para los periodos fiscales 2016 y  2017"
2017,8,"Cooperativas","E2017000998","E2017000998","COOPERATIVA DE AHORRO Y CREDITO COMIVEL LIMITADA","FIORELLA FERNANDEZ GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTVO NETO Y APORTACION SOLIDARIA TEMPORAL para los periodos fiscales 2014 2015 2016 y 2017"
2017,8,"Energia Renovable","E2017001174","E2017001174","EMPRESA CENTROAMERICANA DE ENERG?A S.A DE C.V.","WALESKA YESSENIA RUIZ BETANCOURT","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"Energia Renovable","E2017000894","E2017000894","EMPRESA CENTROAMERICANA DE ENERG?A S.A DE C.V","WALESKA YESSENIA RUIZ BETANCOURT","MODIFICACION del ?tem 62 de la Resolucion No. E2017000894 de fecha 24 de julio de 2017"
2017,8,"Misiones Diplomaticas","E2017000545","E2017000545","EMBAJADA DE CUBA","MARTA CAROLINA PINEDA ZAPATA","Exoneracion de Impuesto sobre Ventas"
2017,8,"ONG","E2017000609","E2017000609","ASOCIACION CIVIL GRAN COMISI?N INTERNACIONAL","MARVIN ZAU SAUCEDA GALEANO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS 2015 y 2016"
2017,8,"ONG","E2017000821","E2017000821","ASOCIACION ALOYSIUS","JOSE MANUEL CHIRINOS RODAS","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS"
2017,8,"ONG","E2017000332","E2017000332","COLEGIO DE INGENIEROS CIVILES DE HONDURAS CICH","KARENINA CHANDIAS GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,8,"ONG","E2017001014","E2017001014","ASOCIACION BRIGADAS DE AMOR CRISTIANO","LILIAM SIWADY SALAZAR","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL"
2017,8,"ONG","E2017001058","E2017001058","FUNDACION FREE THE OPPRESSED","JESSICA YOLANDA FLORES DE HUGHES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA Y APORTACION SOLIDARIA"
2017,8,"ONG","E2017001131","E2017001131","FUNDACION PARA EL DESARROLLO DE LA ZONA SUR FUNDESUR","RENIERY FABRICIO GUILLEN RODRIGUEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,8,"ONG","E2017001026","E2017001026","ASOCIACION NACIONAL DE ACUICULTORES DE HONDURAS ANDAH","RENIERY FABRICIO GUILLEN RODRIGUEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,8,"ONG","E2017000512","E2017000512","INSTITUTO HONDURE?O DEL CAFE IHCAFE","MIRNA JACKELINE RAUDALES HERNANDEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA IMPUESTO UNICO DEL 10% QUE GRAVA LAS RENTAS PROVENIENTES DE INTERESES GENERADOS EN OPERACIONES CON TITULOS VALORES DEPOSITOS A LA VISTA DEPOSITOS DE AHORRO DEPOSITOS A PLAZO Y TRANSACCIONES BURSATILES"
2017,8,"ONG","E2017000813","E2017000813","PALMEROLA INTERNATIONAL AIRPORT S.A. DE C.V. PIA S.A. DE C.V.","ALEXA JAMALI ESPINAL MEZA","EXONERACION DEL IMPUESTO AL ACTIVO NETO DEL PERIODO FISCAL 2016"
2017,8,"ONG","E2017000585","E2017000585","ASOCIACION DE INVESTIGACION PARA EL DESARROLLO ECOLOGICO Y SOCIOECONOMICO DE HONDURAS ASIDE","WALTER EDUARDO SABILLON BARAHONA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL"
2017,8,"ONG","E2017000677","E2017000677","THE INTERAMERICAN RESTORATION CORPORATION CORPORACION INTERAMERICANA DE RESTAURACION","MARIA DEL CARMEN ROJAS RODRIGUEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,8,"ONG","E2017000917","E2017000917","UNI?N HONDURAS DE LOS ADVENTISTAS DEL S?PTIMO D?A","ANDREW ALEXANDER MERREN BANEGAS","EXONERACION DE PAGO DE IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA EL A?O 2017"
2017,8,"Proyectos Estatales con F. Ex.","E2017000351","E2017000351","PROYECTO SOCIAL DE INCLUSION A LA EDUCACION SUPERIOR UNA/PINPROS","RUTH GUILLEN BONILLA","EXONERACION DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL PERIODO 2017"
2017,8,"Zolitur","E2017000602","E2017000602","ROATAN VACATION RENTALS S.A","JORGE ADALID RODRIGUEZ MURILLO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL E IMPUESTO CEDULAR SOBRE INTERESES"
2017,8,"Zolitur","E2017000675","E2017000675","BAY ISLAND PETROLEUM S.A","EDITH ROSIBEL DIAZ  GOMEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,8,"Zolitur","E2017000673","E2017000673","PETROLEOS DE ROATAN S. A. PETROA","EDITH ROSIBEL DIAZ  GOMEZ","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,8,"Zolitur","E2017000594","E2017000594","ADVANTAGE REAL ESTATE S.A.","JORGE ADALID RODRIGUEZ MURILLO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS 2011 2012 2013 2014 2015 Y 2016"
2017,8,"Zolitur","E2017000595","E2017000595","FRENCH VIEW STATE S.A.","JORGE ADALID RODRIGUEZ MURILLO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS 2011 2012 2013 2014 2015 Y 2016"
2017,8,"Zolitur","E2017001226","E2017001226","INVERSIONES DEL CARIBE S.A.","ANGELA YAMILETH AGUILAR PALENCIA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,8,"Zonas Libres","E2017000817","E2017000817","CABOS Y PALOS DE CENTRAMERICA S. DE R. L.","MARIO VELASQUEZ PEREZ","EXONERACION DE PAGO DE IMPUESTO SOBRE VENTAS para el PERIODO FISCAL 2017"
2017,8,"Zonas Libres","E2017000693","E2017000693","ESTANQUES MARINOS S. A.","CLAUDIA GEORGINA REYES ORDO?EZ","RENOVACION DE EXONERACION DE PAGO DEL IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL CORRESPONDIENTE AL PERIODO FISCAL 2017"
2017,8,"Zonas Libres","E2017000706","E2017000706","GARAN SAN JOSE S. A. DE C. V","SERGIO BUESO MOLINA","EXONERACION DE PAGO DE IMPUESTO SOBRE VENTAS DEL PERIODO FISCAL 2017 y 2018"
2017,8,"Zonas Libres","E2017000707","E2017000707","GARAN BUENA VISTA S. A. DE C. V.","SERGIO BUESO MOLINA","EXONERACION DE PAGO DE IMPUESTO SOBRE VENTAS DEL PERIODO FISCAL 2017 y 2018"
2017,8,"Zonas Libres","E2017000856","E2017000856","ALPHA SERVICES & LOGISTICS S.A.","WALESKA YESSENIA RUIZ BETANCOURT","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,8,"Zonas Libres","E2017000744","E2017000744","PAPELERA CALPULES S.A. DE C.V. PACASA","SANDRA J. OCHOA BARAHONA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,7,"AgroIndutriales","E2017000045","E2017000045","AZUCARERA LA GRECIA S.A. DE C.V","SERGIO IVAN CASASOLA DIAZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTA EN LA IMPORTACION Y COMPRA LOCAL DE MATERIALES SERVICIOS E INSUMOS PARA LA PRODUCCION DE BIENES A EXPORTAR"
2017,7,"Art 15 de la Ley ISV","E2017000575","E2017000575","INVERSIONES MULTIPLES DE HONDURAS S.A.","RICARDO DUMAS CANAHUATI","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS"
2017,7,"Contructoras","E2017000374","E2017000374","DESARROLLADORA Y OPERADORA DE INFRAESTRUCTURA DE HONDURAS S.A. DE C.V.","TANIA PEGUERO MORENO","IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,7,"Cooperativas","E2017000352","E2017000352","COOPERATIVA DE AHORRO Y CREDITO SECPLAN LIMITADA","DAYSI ASUNCION IRIAS MEDINA","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS FISCALES 2016 y 2017"
2017,7,"Cooperativas","E2017000287","E2017000287","CONSEJO NACIONAL DE LA MUJER COOPERATIVISTA DE HONDURAS","LIDUVIA GUILLEN LAGOS","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS FISCALES 2014 Y 2015"
2017,7,"Energia Renovable","E2017000886","E2017000886","CONSTRUTORA SOLAR CENTROAMERICANA S.A. DE C.V.","JUAN DIEGO LACAYO GONZALEZ","EXONERACION DEL IMPUESTO SOBRE VENTAS"
2017,7,"Energia Renovable","E2017000824","E2017000824","EMPRESA GENERADOR EL RETO S. A. DE C.  V.","CARLOS MAURICIO CALIX","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,7,"ONG","E2017000639","E2017000639","ASOCIACION HONDUREnA DE INSTITUCIONES BANCARIAS AHIBA","GARY GEOVANNY AVILA MORALES","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA Y DEL  IMPUESTO UNICO DEL DIEZ POR CIENTO 10%QUE GRAVA LA RENTABILIDAD DE LOS AHORROS Y DEPOSITOS INTERESE DE TITULOS VALORES Y TRANSACCIONES BURSATILES ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL"
2017,7,"ONG","E2017000356","E2017000356","CAMARA DE COMERCIO E INDUSTRIA DE TEGUCIGALPA","RAFAEL ENRIQUE MEDINAA ELVIR","solicitar EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,7,"Proyectos Estatales con F. Ex.","E2017000705","E2017000705","PROGRAMA DE APOYO  A LA IMPLEMENTACION DE LA POLITICA INTEGRAL DE CONVIVENCIA Y SEGURIDAD CIUDADANA","JULIAN PACHECO TINOCO","Renovacion de la Exoneracion de Pago del Impuesto sobre ventas"
2017,7,"RIT","E2016000023","E2016000023","CORPORACION DINANT S. A. DE C. V.","FERNANDO ANTONIO FERNANDEZ","MODIFICACION DE LA RESOLUCION DE EXONERACION DE IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y COSERVAC?N DEL PATRIMONIO VIAL No. DGCFA-ACPV-0039-2016"
2017,7,"Zolitur","E2017000769","E2017000769","KIDS CORNER","FRANCISCO JAVIER PINEDA SERRANO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA"
2017,7,"Zolitur","E2017000767","E2017000767","DEBRA SHARON BODDEN COOPER/SERRANO INDUSTRIAL","HERIBERTO GUSTAVO NAVARRETE BOQUIN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL"
2017,7,"Zolitur","E2017000876","E2017000876","GENERAL CONCRETE SERVICES S. A. E C. V.","PATRICIA VERONICA ORDO?EZ ESCOTO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE VENTAS"
2017,7,"ZOLT","E2017000533","E2017000533","DESARROLLO TURISTICO DE TELA  S.A. DE C.VDESATUR","MILTON  AMAN GONZALEZ CASTRO","EXONERACION DE IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA TEMPORAL CORRESPONDIENTE AL PERIODO FISCAL 2017"
2017,7,"Zonas Libres","E2017000728","E2017000728","DISTRIBUIDORA ALNOST S. A. DE C. V.","DIANA E. HANDAL DE ORDO?EZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,7,"Zonas Libres","E2017000011","E2017000011","ASTRO CARTON HONDURAS S. A. DE C. V.","FREDY LEON CALLE GALO","EXONERACION DE PAGO IMPUESTO DENOMINADO APORTE PARA LA ATENCION A PROGRAMAS SOCIALES Y CONSERVACION DEL PATRIMONIO VIAL CORRESPONDIENTE AL A?O 2017"
2017,7,"Zonas Libres","E2017000839","E2017000839","COMPAnIA AGRICOLA INDUSTRIAL CEIBE?A S. A. DE C. V.","JAVIER ARTURO ABADIE AGUILAR","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,6,"AgroIndutriales","E2017000872","E2017000872","TECNOLOGIA LECHERA","MARIA JOSE PAGOADA GOMEZ","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS"
2017,6,"AgroIndutriales","E2017000793","E2017000793","TECNOLOGIA LECHERA","MARIA JOSE PAGOADA GOMEZ","MODIFICACION VIA AMPLIACION  de  la  Resolucion  No. E2017000793"
2017,6,"AgroIndutriales","E2017000109","E2017000109","LACTEOS DE HONDURAS S.A. DE C.V. LACTHOSA","CARLOS REYNEL KIEFFER MEDAL","ACLARAR DE OFICIO LA RESOLUCION N?MERO E2017000109"
2017,6,"AgroIndutriales","E2017000214","E2017000214","LECHE Y DERIVADOS SOCIEDAD ANONIMA LEYDE","OSCAR ALVARENGA","ACLARATORIA Y RECONSIDERACION DE LA RESOLUCION N?MERO E2017000214"
2017,6,"Cooperativas","E2017000361","E2017000361","COOPERATIVA DE AHORRO Y CREDITO DE EMPLEADOS DEL BANCO DE LOS TRABAJADORES S.A. LIMITADA","FIORELLA FERNANDEZ GUZMAN","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA LOS PERIODOS FISCALES 2014 2015 Y 2016"
2017,6,"Cooperativas","E2017000671","E2017000671","CAFETALERA SIGUATEPEQUE LIMITADA COHORSIL","DIOGENES ARISTOTELES HERNANDEZ SORTO","EXONERACION DEL PAGO DEL IMPUESTO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA PARA EL PERIODO FISCAL 2016"
2017,6,"Diplomaticos","E2017000250","E2017000250","Lylliam Suyapa Moya Herrera,Carlos Rigoberto Quijada Aguilar,Carlos Eduardo G?mez","Lu?s Alfonso Aguirre","Exoneracion del Impuesto sobre Ventas"
2017,6,"Diplomaticos","E2017000861","E2017000861","MARTHA ALARCON LOPEZ","VANIA GARCIA MORALES","Renovacion de Exoneracion del Pago del Impuesto Sobre Ventas"
2017,6,"Energia Renovable","E2017000617","E2017000617","COMPAnIA AZUCARERA TRES VALLES S.A. DE C.V. CATV. S.A. DE C.V.","DUNIA PRISCILA MURILLO MALDONADO","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,6,"Energia Renovable","E2017000319","E2017000319","SOLUCIONES ENERGETICAS RENOVABLES S.A.DE C.V. SERSA","DANIEL EDUARDO WILLIAMS CRUZ","EXONERACION DEL PAGO SOBRE LA RENTA ACTIVO NETO Y APORTACION SOLIDARIA IMPUESTO DE GANACIA DE CAPITAL Y TODOS AQUELOS IMPUESTOS CONEXOS A LA RENTA"
2017,6,"Energia Renovable","E2017000354","E2017000354","CONSORCIO ENEE-PHP-ENERGY HONDURAS S.A. DE C.V.","WALESKA YESSENIA RUIZ BETANCOURT","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
2017,6,"ONG","E2016000181","E2016000181","ASOCIACION SALUD PARA EL PUEBLO HONDURE?O ASOCSAP","MOISES ALEXANDER ARTEAGA BONILLA","EXONERACION DE PAGO DEL IMPUESTO SOBRE VENTAS CORRESPONDIENTE AL A?O 2017"
