"anio","mes","sector","resolucion","expediente","beneficiario","apoderado","tramite"
2019,7,"BIENES Y SERVICIOS EXENTOS","E2018002475","E2018002475","PAPELERA CALPULES S.A. DE C.V","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","EMA2019000005","EMA2019000005","FUNDACIoN PARA EL DESARROLLO EMPRESARIAL RURAL (FUNDER)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"DL-119-2016","E2018001609","E2018001609","IMACASA HONDURAS S. A.DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000122","E2019000122","FUNDACIoN PRO-ARTE Y CULTURA (FUNDARTE)","","IMPUESTO SOBRE LA VENTA"
2019,7,"DL-119-2016","E2019001474","E2019001474","FLORA Y FAUNA S. DE R.L. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000964","E2019000964","ALIANZA FRANCESA SECCIoN DE HONDURAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"DL-119-2016","E2019000590","E2019000590","COMERCIAL ALMIJAR, S DE R.L. DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001273","E2019001273","FUNDACIoN YO QUIERO SER","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ALIANZA PuBLICO PRIVADA (APP)","E2018002710","E2018002710","DECO CCG SOCIEDAD DE RESPONSABILIDAD LIMITADA","","IMPUESTO SOBRE LA VENTA"
2019,7,"COOPERATIVAS","E2019001340","E2019001340","COOPERATIVA REGIONAL DE PRODUCCIoN AGROINDUSTRIAL  DE MARAnONEROS DEL SUR","","IMPUESTO SOBRE LA RENTA"
2019,7,"ENERGiA RENOVABLE","E2018002716","E2018002716","COMPAniA AZUCARERA TRES VALLES S.A DE C.V","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2018002488","E2018002488","NATIONAL CENTER FOR STATE COURTS (CENTRO NACIONAL PARA LOS TRIBUNALES DEL ESTADO)","","IMPUESTO SOBRE LA VENTA"
2019,7,"DL-119-2016","E2019001405","E2019001405","MOLINO HARINERO SULA","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001844","E2019001844","EMBAJADA DE MeXICO","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001799","E2019001799","AGENCIA DE LA COOPERACIoN ALEMANA AL DESARROLLO (GIZ)","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","EM2019000068","EM2019000068","EMBAJADA AMERICANA","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001850","E2019001850","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO (PNUD)","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000522","E2019000522","EXPORTADORA DEL ATLANTICO, S.A. DE C. V.,","","ACPV"
2019,7,"ZOLI","E2019001328","E2019001328","HONDURAS CHIPS MANUFACTURING S. A. DE C. V","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLITUR","E2019001777","E2019001777","ROATAN ELECTRIC COMPANY S.A DE C.V","","ACPV"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001613","E2019001613","MINISTERIO CRISTIANO RED VIVA HONDURAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001414","E2019001414","MANCOMUNIDAD DE LOS MUNICIPIOS LENCAS DEL CENTRO DE LEMPIRA (COLOSUCA)","","IMPUESTO SOBRE LA VENTA"
2019,7,"COOPERATIVAS","E2018002370","E2018002370","COOPERATIVA MIXTA DE EMPLEADOS UNICOMER LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001384","E2019001384","FUNDACIoN ENTE GESTOR DE DESTINO LENCA (EGD-LENCA)","","IMPUESTO SOBRE LA VENTA"
2019,7,"COOPERATIVAS","E2018002373","E2018002373","COOPERATIVA DE AHORRO Y CREDITO DE EMPLEADOS DEL HOTEL HONDURAS MAYA LIMITADA (COACEHMAL)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000983","E2019000983","FUNDACIoN JOSe MARiA COVELO","","TASA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001085","E2019001085","THE INTER - AMERICAN RESTORATION CORPORATION (CORPORACIoN INTERAMERICANA DE RESTAURACIoN)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001849","E2019001849","CREATIVE ASSOCIATES INTERNATIONAL INC.","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001631","E2019001631","EMBAJADA DE ARGENTINA","","IMPUESTO SOBRE LA VENTA"
2019,7,"COOPERATIVAS","E2019000682","E2019000682","COOPERATIVA DE AHORRO Y CReDITO DE LOS EMPLEADOS DEL INSTITUTO HONDUREnO DE SEGURIDAD SOCIAL, LIMITADA (CACIHSS)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001297","E2019001297","AGENCIA DE COOPERACIoN INTERNACIONAL DEL JAPON (JICA)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","EM2018000005","EM2018000005","FUNDACION HELVETAS HONDURAS (FHH)","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001453","E2019001453","EMBAJADA SOBERANA ORDEN MILITAR Y HOSPITALARIA DE SAN JUAN DE JERUSALeN, DE RODAS Y DE MALTA","","IMPUESTO SOBRE LA VENTA"
2019,7,"DL-119-2016","E2019000184","E2019000184","REFINADORA DE SAL S. A","","IMPUESTO SOBRE LA VENTA"
2019,7,"ZOLI","E2019000363","E2019000363","AGROINDUSTRIAL  PALMA REAL, S. A. DE C. V. ( AGROPALMA)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2018001583","E2018001583","SOCIEDAD PARA LA COOPERACIoN Y EL DESARROLLO INTERNACIONAL (SOCODEVI)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000335","E2019000335","ASOCIACIoN ESPERANZA PARA TODOS","","IMPUESTO SOBRE LA RENTA"
2019,7,"ZOLI","E2019001296","E2019001296","STANDARD APPAREL S. DE R. L","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLITUR","E2019001205","E2019001205","CARNAVALERO ROATAN SOCIEDAD ANONIMA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ESTADO","E2019001700","E2019001700","MINISTERIO PUBLICO","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018002606","E2018002606","CAFES FINOS DE EXPORTACION, S. DE R. L.","","IMPUESTO SOBRE LA VENTA"
2019,7,"ALIANZA PuBLICO PRIVADA (APP)","E2019001748","E2019001748","FIDEICOMISO PARA LA RECUPERACIoN DE PERDIDAS EN LOS SERVICIOS PRESTADOS A LA EMPRESA NACIONAL DE ENERGiA ELeCTRICA PARA LA EJECUCIoN DEL COMPONENTE DE DISTRIBUCIoN Y FLUJO FINANCIERO","","IMPUESTO SOBRE LA VENTA"
2019,7,"ALIANZA PuBLICO PRIVADA (APP)","E2017000403","E2017000403","DESARROLLADORA Y OPERADORA DE INFRAESTRUCTURA DE HONDURAS, S.A. DE C.V.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001531","E2019001531","FUNDACIoN aNGELES EN LA TIERRA (FAELT)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"COOPERATIVAS","E2019000348","E2019000348","COOPERATIVA DE AHORRO Y CREDITO 15 DE SEPTIEMBRE LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ALIANZA PuBLICO PRIVADA (APP)","E2019000588","E2019000588","FA CONSTRUCCIONES, S. DE R. L. DE C. V.  (FLEFIL Y ASOCIADOS S. DE R. L.)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ESTADO","EM2019000007","EM2019000007","SECRETARIA DE AGRICULTURA Y GANADERIA (SAG)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001351","E2019001351","MUNDO RENOVADO (WORLD RENEW)","","TASA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000353","E2019000353","ASOCIACIoN DE DOCTORES EN MEDICINA DE ASIA (AMDA) INTERNACIONAL DE HONDURAS","","IMPUESTO SOBRE LA RENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001691","E2019001691","BANCO MUNDIAL MISIoN RESIDENTE EN HONDURAS","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","EA2019000013","EA2019000013","HGPC AGRICOLA S.A DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,7,"ESTADO","E2019000930","E2019000930","COMISIoN NACIONAL PARA EL DESARROLLO DE LA EDUCACIoN ALTERNATIVA NO FORMAL (CONEANFO)","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001594","E2019001594","ORGANIZACIoN DE LAS NACIONES UNIDAS PARA LA ALIMENTACIoN Y LA AGRICULTURA (FAO)","","IMPUESTO SOBRE LA VENTA"
2019,7,"DL-119-2016","E2019001463","E2019001463","GRANJA AVICOLA CAnAVERAL","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001333","E2019001333","FUNDACIoN FRIEDRICH EBERT","","IMPUESTO SOBRE LA VENTA"
2019,7,"COOPERATIVAS","E2019000824","E2019000824","FEDERACIoN DE COOPERATIVAS DE AHORRO Y CReDITO DE HONDURAS LIMITADA (FACACH)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"COOPERATIVAS","E2019001433","E2019001433","COOPERATIVA  CAFETALERA  CAPUCAS  LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000941","E2019000941","ASOCIACIoN PARA EL SERVICIO MUNDIAL (ASM)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLITUR","E2019001650","E2019001650","ROATAN RUM COMPANY S. A.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2018001179","E2018001179","OPORTUNIDADES PARA LA NInEZ NACIONAL DE HONDURAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001768","E2019001768","CORPORACIoN CENTROAMERICANA DE SERVICIOS DE NAVEGACIoN AEREA","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001307","E2019001307","FUNDACION TODOS UNIDOS CONTRA EL CANCER COMAYAGUA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLI","E2019001030","E2019001030","GRAN COSTA HONDURAS S DE R.L. DE C.V","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018001881","E2018001881","AMERICAN PACIFIC HONDURAS S.A DE C.V  (AMPAC S.A DE C.V)","","IMPUESTO SOBRE LA VENTA"
2019,7,"DL-119-2016","E2019000470","E2019000470","AGROINSUMOS DEL NORTE S DE R.L.","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000966","E2019000966","AFS PROGRAMAS INTERCULTURALES DE HONDURAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019000165","E2019000165","CENTRO CULTURAL DE ESPAnA","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001233","E2019001233","LIGA CONTRA EL CaNCER","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001598","E2019001598","EMBAJADA DE FRANCIA","","IMPUESTO SOBRE LA VENTA"
2019,7,"ESTADO","E2019000393","E2019000393","CONSTRUCOES GABRIEL A. S. COUTO S. A.","","ACPV"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000185","E2019000185","ASOCIACIoN EDUCACIoN Y FAMILIA (A.E.F.)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001352","E2019001352","MABO PLANTS S. A","","ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001820","E2019001820","HGPC AGRICOLA S.A DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,7,"LIT","E2019001014","E2019001014","DESARROLLOS HOTELEROS DE HONDURAS S. A. DE C. V","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLITUR","E2019001481","E2019001481","KEIKO, S. A.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLI","E2019001330","E2019001330","FINCA EXPORTADORA DEL SUR S.A. DE C.V.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLITUR","E2019001145","E2019001145","EFRAIN RIGOBERTO SANTOS CORDOVA (BLOQUERA JUTICALPA)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"LIT","E2019000902","E2019000902","RODOLFO HUMBERTO MORENO ALVARADO","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001802","E2019001802","ALUTECH S.A. DE C.V","","ACPV"
2019,7,"ZOLITUR","E2019001439","E2019001439","SUN PETROLEUM CORPORATION S. A. DE C. V","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2018002562","E2018002562","ASOCIACIoN ALOYSIUS","","IMPUESTO SOBRE LA VENTA"
2019,7,"ZOLI","E2019001329","E2019001329","VEGETALES FRESCOS DE HONDURAS S. A. DE C. V","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ESTADO","E2019001554","E2019001554","SECRETARIA DE ESTADO EN EL DESPACHO DE SEGURIDAD","","IMPUESTO SOBRE LA VENTA"
2019,7,"ESTADO","E2019000675","E2019000675","ELECTRIFICACION DEL NORTE, S.A.","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001589","E2019001589","WORLD FRIENDS KOICA","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000574","E2019000574","INDUSTRIA HONDUREnA DEL CALZADO Y SERVICIOS AFINES S. DE R.L DE C.V","","ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001060","E2019001060","FEDERACIoN DE ORGANIZACIONES PARA EL DESARROLLO DE HONDURAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001470","E2019001470","CONSEJO NACIONAL ANTICORRUPCION","","TASA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001730","E2019001730","FINTRAC, INC","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000024","E2019000024","FUNDACIoN IRIS ULARGUI HOGAR INFANTIL SAGRADO CORAZoN DE JESUS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000965","E2019000965","ALIANZA FRANCESA SECCIoN DE HONDURAS","","TASA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018001983","E2018001983","GRANJAS MARINAS LARVICULTURA S.A DE C.V","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000022","E2019000022","FUNDACION CULTURAL FRANK P. VERA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ENERGiA RENOVABLE","EM2019000037","EM2019000037","HYDROLUZ S. A. DE C. V.","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000026","E2019000026","FUNDACIoN EDUCACIONAL CAFETALERA JOSe C. HARTH","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"COOPERATIVAS","E2019000931","E2019000931","COOPERATIVA DE AHORRO Y CREDITO EL NEGRITO LIMITADA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000025","E2019000025","FUNDACION BENEFICA MARY ROSA DE KAWAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"COOPERATIVAS","E2019001445","E2019001445","COOPERATIVA DE AHORRO Y CREDITO ESFUERZO LANGUEnO LIMITADA (CACEL)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000027","E2019000027","FONDO EDUCACIONAL GENERAL JUAN E. PAREDES","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLI","E2019001348","E2019001348","INVERSIONES E IMPORTACIONES RCV, S. DE R.L","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000028","E2019000028","FUNDACIoN IRIS ULARGUI BECAS PARA LA JUVENTUD HONDUREnA","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ENERGiA RENOVABLE","E2019001266","E2019001266","HIDROELeCTRICA PEnA BLANCA S. A. DE C. V.","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000021","E2019000021","FUNDACION CRAIG DOUGLAS VINELLI","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019001290","E2019001290","FUNDACION JUAN N. KAWAS Y MARIA ACRA DE KAWAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2019000023","E2019000023","FUNDACION BISHARA J. KAWAS Y MARY ROSA DE KAWAS","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001003","E2019001003","EMBAJADA AMERICANA","","IMPUESTO SOBRE LA VENTA"
2019,7,"COOPERATIVAS","E2019001511","E2019001511","COOPERATIVA DE CAFES ESPECIALES PULE LENCA LIMITADA (CAFEL)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001582","E2019001582","EMBAJADA DE LA REPuBLICA DE CHINA (TAIWAN)","","IMPUESTO SOBRE LA VENTA"
2019,7,"IGLESIAS","E2019000279","E2019000279","FUNDACION PARA EL DESARROLLO DE LA MISION INTEGRAL (FUNDEMI)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"DL-119-2016","EA2019000014","EA2019000014","INDUSTRIAS MOLINERAS S.A DE C.V. (IMSA)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","EA2019000011","EA2019000011","FUNDACIoN SUIZA DE COOPERACIoN PARA EL DESARROLLO TeCNICO (SWISSCONTACT)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2018002490","E2018002490","NATIONAL CENTER FOR STATE COURTS (CENTRO NACIONAL PARA LOS TRIBUNALES DEL ESTADO)","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018002182","E2018002182","AGRICOLA SANTA INES, S.A.","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018002161","E2018002161","PRODUCTORA AGRICOLA DE ATLANTIDA, S.A.","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018002159","E2018002159","AGROINDUSTRIAS DEL CARIBE S. A.,","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018002164","E2018002164","STANDARD FRUIT DE HONDURAS S.A.","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018002163","E2018002163","BANANERA RIO MAME S.A.","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018002165","E2018002165","COMPAnIA AGROPECUARIA EL PORVENIR S.A.","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001852","E2019001852","EMBAJADA DE EL SALVADOR","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2018002162","E2018002162","COMPAnIA AGRICOLA BONITO ORIENTAL S.A","","IMPUESTO SOBRE LA VENTA"
2019,7,"ENERGiA RENOVABLE","E2019001819","E2019001819","HONDURAN GREEN POWER CORPORATION S.A DE C.V.","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2019000748","E2019000748","ALIMENTOS MARAVILLA DE HONDURAS, S.A. DE C.V.","","ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2018000249","E2018000249","ASOCIACIoN DE DOCTORES EN MEDICINA DE ASIA (AMDA) INTERNACIONAL DE HONDURAS","","IMPUESTO SOBRE LA VENTA"
2019,7,"ALIANZA PuBLICO PRIVADA (APP)","EM2019000053","EM2019000053","INGENIERIA LOGISTICA HONDURAS S.A. DE C.V. (INGLOH S.A. DE C.V.)","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001821","E2019001821","ORGANIZACIoN INTERNACIONAL PARA LAS MIGRACIONES (OIM)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ZOLITUR","E2019001634","E2019001634","EDWIN GEOVANNY CONTRERAS GOMEZ","","IMPUESTO SOBRE LA VENTA"
2019,7,"POR TRATADOS Y CONVENIOS INTER","E2019001851","E2019001851","EMBAJADA DE COSTA RICA","","IMPUESTO SOBRE LA VENTA"
2019,7,"OTORGADAS SEGuN DECRETOS LEGIS","E2019001242","E2019001242","INVERSIONES DEL PACIFICO S. DE R. L. (INVERPAC, S. DE R. L)","","ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ZOLITUR","EM2019000060","EM2019000060","FRANCISCO JAVIER PINEDA SERRANO","","IMPUESTO SOBRE LA RENTA"
2019,7,"ESTADO","E2019001666","E2019001666","ALCALDiA MUNICIPAL DEL DISTRITO CENTRAL (A.M.D.C)","","IMPUESTO SOBRE LA VENTA"
2019,7,"ZOLITUR","E2019001643","E2019001643","PROMOCIONES TURiSTICAS INSULARES DE HONDURAS S DE R. L. DE C. V","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,7,"ENERGiA RENOVABLE","E2018001806","E2018001806","ENERGIAS SOLARES S. A","","IMPUESTO SOBRE LA VENTA"
2019,7,"ENERGiA RENOVABLE","E2018001807","E2018001807","FOTOVOLTAICA SUREnA S. A","","IMPUESTO SOBRE LA VENTA"
2019,7,"ENERGiA RENOVABLE","E2018001809","E2018001809","GENERACIONES ENERGeTICAS S. A","","IMPUESTO SOBRE LA VENTA"
2019,7,"ASOCIACIONES SIN FINES DE LUCR","E2018002483","E2018002483","ASOCIACIoN PARA LA COOPERACIoN Y EL DESARROLLO (ACODE)","","IMPUESTO SOBRE LA RENTA, ACTIVO NETO, APORTACIoN SOLIDARIA"
2019,6,"ENERGiA RENOVABLE","E2019000031","E2019000031","MECANISMOS DE ENERGIA RENOVABLE S.A DE C.V","","IMPUESTO SOBRE LA VENTA"
2019,6,"ENERGiA RENOVABLE","EM2019000081","EM2019000081","ENERGIAS LIMPIAS DEL YAGUALA S. A. DE C. V","","IMPUESTO SOBRE LA VENTA"
2019,6,"POR TRATADOS Y CONVENIOS INTER","E2019001479","E2019001479","OFICINA DE LAS NACIONES UNIDAS DE SERVICIOS PARA PROYECTOS (UNOPS)","","IMPUESTO SOBRE LA VENTA"
2019,6,"44-2004 ART. 220 LEY ELECTORAL","E2019001508","E2019001508","TRIBUNAL SUPREMO ELECTORAL","","IMPUESTO SOBRE LA VENTA"
2019,6,"ZOLI","E2019001425","E2019001425","CEIBA TEXTILES S. DE R.L.","","ACPV"
2019,6,"POR TRATADOS Y CONVENIOS INTER","E2019001565","E2019001565","EMBAJADA DE ESPAnA","","IMPUESTO SOBRE LA VENTA"
2019,6,"POR TRATADOS Y CONVENIOS INTER","E2019001575","E2019001575","AGENCIA ESPAnOLA DE COOPERACIoN INTERNACIONAL PARA EL DESARROLLO (AECID)","","IMPUESTO SOBRE LA VENTA"
2019,6,"POR TRATADOS Y CONVENIOS INTER","E2019001476","E2019001476","EMBAJADA AMERICANA","","IMPUESTO SOBRE LA VENTA"
2019,6,"POR TRATADOS Y CONVENIOS INTER","E2019001477","E2019001477","EMBAJADA AMERICANA","","IMPUESTO SOBRE LA VENTA"
